issue_id,user_id,node_id,rank
i1,u17,v1,-2
i1,u17,v2,2
i1,u17,v3,0
i1,u17,v4,0
i1,u17,v5,0
i1,u17,o1,2
i1,u17,o2,1
i1,u17,o3,0
i1,u17,o4,0
i1,u17,o5,0
i1,u17,p1,-2
i1,u17,p2,1
i1,u17,p3,1
i1,u17,p4,-2
i1,u17,p5,1
i1,u17,p6,-2
i1,u17,p7,0
i1,u17,p8,0
i1,u18,v1,0
i1,u18,v2,-2
i1,u18,v3,0
i1,u18,v4,2
i1,u18,v5,-1
i1,u18,o1,-2
i1,u18,o2,0
i1,u18,o3,1
i1,u18,o4,2
i1,u18,o5,0
i1,u18,p1,2
i1,u18,p2,-2
i1,u18,p3,-1
i1,u18,p4,1
i1,u18,p5,0
i1,u18,p6,0
i1,u18,p7,-2
i1,u18,p8,0
i1,u19,v1,-1
i1,u19,v2,-2
i1,u19,v3,-1
i1,u19,v4,-1
i1,u19,v5,2
i1,u19,o1,-1
i1,u19,o2,-2
i1,u19,o3,1
i1,u19,o4,1
i1,u19,o5,2
i1,u19,p1,2
i1,u19,p2,-1
i1,u19,p3,-2
i1,u19,p4,-1
i1,u19,p5,0
i1,u19,p6,2
i1,u19,p7,-1
i1,u19,p8,2
i1,u20,v1,0
i1,u20,v2,2
i1,u20,v3,-1
i1,u20,v4,0
i1,u20,v5,0
i1,u20,o1,-2
i1,u20,o2,0
i1,u20,o3,0
i1,u20,o4,2
i1,u20,o5,-1
i1,u20,p1,0
i1,u20,p2,-2
i1,u20,p3,0
i1,u20,p4,2
i1,u20,p5,0
i1,u20,p6,-1
i1,u20,p7,-1
i1,u20,p8,0
i1,u21,v1,1
i1,u21,v2,2
i1,u21,v3,0
i1,u21,v4,-2
i1,u21,v5,0
i1,u21,o1,1
i1,u21,o2,0
i1,u21,o3,0
i1,u21,o4,0
i1,u21,o5,2
i1,u21,p1,1
i1,u21,p2,0
i1,u21,p3,-2
i1,u21,p4,-2
i1,u21,p5,0
i1,u21,p6,1
i1,u21,p7,-2
i1,u21,p8,2
i1,u22,v1,-2
i1,u22,v2,1
i1,u22,v3,1
i1,u22,v4,-1
i1,u22,v5,1
i1,u22,o1,-1
i1,u22,o2,1
i1,u22,o3,-2
i1,u22,o4,-2
i1,u22,o5,1
i1,u22,p1,0
i1,u22,p2,-2
i1,u22,p3,2
i1,u22,p4,0
i1,u22,p5,-2
i1,u22,p6,0
i1,u22,p7,0
i1,u22,p8,-1
i1,u23,v1,-2
i1,u23,v2,-2
i1,u23,v3,-1
i1,u23,v4,-2
i1,u23,v5,2
i1,u23,o1,0
i1,u23,o2,-1
i1,u23,o3,0
i1,u23,o4,2
i1,u23,o5,2
i1,u23,p1,-1
i1,u23,p2,1
i1,u23,p3,0
i1,u23,p4,2
i1,u23,p5,1
i1,u23,p6,1
i1,u23,p7,1
i1,u23,p8,1
i1,u24,v1,-2
i1,u24,v2,-1
i1,u24,v3,-2
i1,u24,v4,1
i1,u24,v5,0
i1,u24,o1,-2
i1,u24,o2,1
i1,u24,o3,0
i1,u24,o4,2
i1,u24,o5,0
i1,u24,p1,-2
i1,u24,p2,-1
i1,u24,p3,0
i1,u24,p4,-2
i1,u24,p5,-2
i1,u24,p6,1
i1,u24,p7,2
i1,u24,p8,0
i1,u25,v1,0
i1,u25,v2,-2
i1,u25,v3,-2
i1,u25,v4,-1
i1,u25,v5,2
i1,u25,o1,-2
i1,u25,o2,-2
i1,u25,o3,-1
i1,u25,o4,0
i1,u25,o5,-1
i1,u25,p1,2
i1,u25,p2,-2
i1,u25,p3,-1
i1,u25,p4,0
i1,u25,p5,-2
i1,u25,p6,1
i1,u25,p7,-2
i1,u25,p8,-1
i1,u26,v1,2
i1,u26,v2,0
i1,u26,v3,2
i1,u26,v4,0
i1,u26,v5,0
i1,u26,o1,1
i1,u26,o2,-1
i1,u26,o3,-2
i1,u26,o4,1
i1,u26,o5,0
i1,u26,p1,-2
i1,u26,p2,2
i1,u26,p3,2
i1,u26,p4,-1
i1,u26,p5,2
i1,u26,p6,-1
i1,u26,p7,0
i1,u26,p8,-2
i1,u27,v1,1
i1,u27,v2,1
i1,u27,v3,2
i1,u27,v4,2
i1,u27,v5,-1
i1,u27,o1,-2
i1,u27,o2,-2
i1,u27,o3,0
i1,u27,o4,2
i1,u27,o5,-1
i1,u27,p1,-1
i1,u27,p2,-2
i1,u27,p3,1
i1,u27,p4,2
i1,u27,p5,0
i1,u27,p6,-1
i1,u27,p7,-1
i1,u27,p8,-2
i1,u28,v1,2
i1,u28,v2,0
i1,u28,v3,0
i1,u28,v4,1
i1,u28,v5,-1
i1,u28,o1,0
i1,u28,o2,1
i1,u28,o3,1
i1,u28,o4,0
i1,u28,o5,-2
i1,u28,p1,2
i1,u28,p2,1
i1,u28,p3,-2
i1,u28,p4,-2
i1,u28,p5,0
i1,u28,p6,2
i1,u28,p7,-1
i1,u28,p8,0
i1,u29,v1,1
i1,u29,v2,-1
i1,u29,v3,-1
i1,u29,v4,-2
i1,u29,v5,0
i1,u29,o1,2
i1,u29,o2,0
i1,u29,o3,-1
i1,u29,o4,2
i1,u29,o5,2
i1,u29,p1,-2
i1,u29,p2,-2
i1,u29,p3,0
i1,u29,p4,-2
i1,u29,p5,1
i1,u29,p6,2
i1,u29,p7,-1
i1,u29,p8,1
i1,u30,v1,1
i1,u30,v2,-2
i1,u30,v3,-1
i1,u30,v4,2
i1,u30,v5,2
i1,u30,o1,-1
i1,u30,o2,2
i1,u30,o3,2
i1,u30,o4,0
i1,u30,o5,-1
i1,u30,p1,0
i1,u30,p2,1
i1,u30,p3,0
i1,u30,p4,-1
i1,u30,p5,-2
i1,u30,p6,1
i1,u30,p7,-2
i1,u30,p8,0
i1,u31,v1,0
i1,u31,v2,1
i1,u31,v3,-2
i1,u31,v4,2
i1,u31,v5,-2
i1,u31,o1,0
i1,u31,o2,0
i1,u31,o3,-1
i1,u31,o4,-1
i1,u31,o5,1
i1,u31,p1,2
i1,u31,p2,0
i1,u31,p3,2
i1,u31,p4,0
i1,u31,p5,2
i1,u31,p6,-1
i1,u31,p7,-1
i1,u31,p8,-1
i1,u32,v1,1
i1,u32,v2,2
i1,u32,v3,-1
i1,u32,v4,1
i1,u32,v5,0
i1,u32,o1,-2
i1,u32,o2,1
i1,u32,o3,-1
i1,u32,o4,-1
i1,u32,o5,-2
i1,u32,p1,1
i1,u32,p2,-2
i1,u32,p3,0
i1,u32,p4,-1
i1,u32,p5,-2
i1,u32,p6,1
i1,u32,p7,1
i1,u32,p8,0
i1,u33,v1,0
i1,u33,v2,0
i1,u33,v3,2
i1,u33,v4,2
i1,u33,v5,1
i1,u33,o1,0
i1,u33,o2,2
i1,u33,o3,2
i1,u33,o4,2
i1,u33,o5,-2
i1,u33,p1,1
i1,u33,p2,-1
i1,u33,p3,2
i1,u33,p4,2
i1,u33,p5,1
i1,u33,p6,2
i1,u33,p7,2
i1,u33,p8,0
i1,u34,v1,0
i1,u34,v2,1
i1,u34,v3,1
i1,u34,v4,-2
i1,u34,v5,-2
i1,u34,o1,-2
i1,u34,o2,2
i1,u34,o3,2
i1,u34,o4,-1
i1,u34,o5,1
i1,u34,p1,2
i1,u34,p2,2
i1,u34,p3,2
i1,u34,p4,0
i1,u34,p5,0
i1,u34,p6,1
i1,u34,p7,0
i1,u34,p8,-1
i1,u35,v1,0
i1,u35,v2,2
i1,u35,v3,0
i1,u35,v4,-1
i1,u35,v5,1
i1,u35,o1,2
i1,u35,o2,-2
i1,u35,o3,2
i1,u35,o4,2
i1,u35,o5,-1
i1,u35,p1,-2
i1,u35,p2,1
i1,u35,p3,-2
i1,u35,p4,-2
i1,u35,p5,0
i1,u35,p6,2
i1,u35,p7,-1
i1,u35,p8,-1
i1,u36,v1,-1
i1,u36,v2,1
i1,u36,v3,2
i1,u36,v4,2
i1,u36,v5,0
i1,u36,o1,-1
i1,u36,o2,-1
i1,u36,o3,-2
i1,u36,o4,0
i1,u36,o5,2
i1,u36,p1,-2
i1,u36,p2,-2
i1,u36,p3,1
i1,u36,p4,2
i1,u36,p5,-1
i1,u36,p6,2
i1,u36,p7,1
i1,u36,p8,0
i1,u37,v1,2
i1,u37,v2,0
i1,u37,v3,-1
i1,u37,v4,2
i1,u37,v5,-2
i1,u37,o1,-1
i1,u37,o2,2
i1,u37,o3,2
i1,u37,o4,-1
i1,u37,o5,1
i1,u37,p1,1
i1,u37,p2,0
i1,u37,p3,-2
i1,u37,p4,2
i1,u37,p5,1
i1,u37,p6,-1
i1,u37,p7,1
i1,u37,p8,-1
i1,u38,v1,2
i1,u38,v2,-1
i1,u38,v3,-2
i1,u38,v4,-2
i1,u38,v5,0
i1,u38,o1,-2
i1,u38,o2,2
i1,u38,o3,-1
i1,u38,o4,1
i1,u38,o5,2
i1,u38,p1,2
i1,u38,p2,2
i1,u38,p3,-1
i1,u38,p4,1
i1,u38,p5,1
i1,u38,p6,2
i1,u38,p7,-2
i1,u38,p8,2
i1,u39,v1,2
i1,u39,v2,2
i1,u39,v3,-1
i1,u39,v4,-1
i1,u39,v5,-1
i1,u39,o1,-2
i1,u39,o2,-1
i1,u39,o3,-1
i1,u39,o4,-1
i1,u39,o5,2
i1,u39,p1,0
i1,u39,p2,-2
i1,u39,p3,1
i1,u39,p4,-2
i1,u39,p5,-1
i1,u39,p6,2
i1,u39,p7,1
i1,u39,p8,-2
i1,u40,v1,1
i1,u40,v2,1
i1,u40,v3,1
i1,u40,v4,-1
i1,u40,v5,-2
i1,u40,o1,-2
i1,u40,o2,0
i1,u40,o3,1
i1,u40,o4,-2
i1,u40,o5,-1
i1,u40,p1,2
i1,u40,p2,1
i1,u40,p3,-1
i1,u40,p4,2
i1,u40,p5,-1
i1,u40,p6,0
i1,u40,p7,1
i1,u40,p8,1
i1,u41,v1,0
i1,u41,v2,-1
i1,u41,v3,-2
i1,u41,v4,1
i1,u41,v5,-2
i1,u41,o1,0
i1,u41,o2,-1
i1,u41,o3,1
i1,u41,o4,1
i1,u41,o5,1
i1,u41,p1,2
i1,u41,p2,-2
i1,u41,p3,1
i1,u41,p4,-2
i1,u41,p5,2
i1,u41,p6,-2
i1,u41,p7,2
i1,u41,p8,1
i1,u42,v1,2
i1,u42,v2,0
i1,u42,v3,0
i1,u42,v4,2
i1,u42,v5,-2
i1,u42,o1,2
i1,u42,o2,0
i1,u42,o3,0
i1,u42,o4,1
i1,u42,o5,1
i1,u42,p1,2
i1,u42,p2,-1
i1,u42,p3,1
i1,u42,p4,-2
i1,u42,p5,-2
i1,u42,p6,0
i1,u42,p7,-1
i1,u42,p8,0
i1,u43,v1,-2
i1,u43,v2,-2
i1,u43,v3,-1
i1,u43,v4,1
i1,u43,v5,0
i1,u43,o1,2
i1,u43,o2,-1
i1,u43,o3,-2
i1,u43,o4,-2
i1,u43,o5,2
i1,u43,p1,0
i1,u43,p2,0
i1,u43,p3,2
i1,u43,p4,1
i1,u43,p5,-2
i1,u43,p6,-1
i1,u43,p7,1
i1,u43,p8,-2
i1,u44,v1,-2
i1,u44,v2,1
i1,u44,v3,-2
i1,u44,v4,-1
i1,u44,v5,1
i1,u44,o1,0
i1,u44,o2,2
i1,u44,o3,-2
i1,u44,o4,2
i1,u44,o5,0
i1,u44,p1,1
i1,u44,p2,1
i1,u44,p3,-2
i1,u44,p4,2
i1,u44,p5,1
i1,u44,p6,-1
i1,u44,p7,1
i1,u44,p8,1
i1,u45,v1,1
i1,u45,v2,-2
i1,u45,v3,0
i1,u45,v4,2
i1,u45,v5,0
i1,u45,o1,2
i1,u45,o2,-1
i1,u45,o3,-1
i1,u45,o4,0
i1,u45,o5,2
i1,u45,p1,0
i1,u45,p2,0
i1,u45,p3,0
i1,u45,p4,-2
i1,u45,p5,0
i1,u45,p6,0
i1,u45,p7,1
i1,u45,p8,1
i1,u46,v1,-1
i1,u46,v2,2
i1,u46,v3,-1
i1,u46,v4,0
i1,u46,v5,1
i1,u46,o1,1
i1,u46,o2,2
i1,u46,o3,2
i1,u46,o4,-2
i1,u46,o5,0
i1,u46,p1,-1
i1,u46,p2,-1
i1,u46,p3,2
i1,u46,p4,-1
i1,u46,p5,2
i1,u46,p6,0
i1,u46,p7,1
i1,u46,p8,-2
i1,u47,v1,-2
i1,u47,v2,0
i1,u47,v3,-1
i1,u47,v4,-1
i1,u47,v5,1
i1,u47,o1,-2
i1,u47,o2,0
i1,u47,o3,2
i1,u47,o4,1
i1,u47,o5,2
i1,u47,p1,1
i1,u47,p2,2
i1,u47,p3,-1
i1,u47,p4,2
i1,u47,p5,-2
i1,u47,p6,-1
i1,u47,p7,2
i1,u47,p8,-1
i1,u48,v1,1
i1,u48,v2,-1
i1,u48,v3,2
i1,u48,v4,2
i1,u48,v5,2
i1,u48,o1,0
i1,u48,o2,-1
i1,u48,o3,-2
i1,u48,o4,1
i1,u48,o5,1
i1,u48,p1,0
i1,u48,p2,0
i1,u48,p3,-1
i1,u48,p4,-2
i1,u48,p5,-2
i1,u48,p6,2
i1,u48,p7,0
i1,u48,p8,2
i1,u49,v1,-1
i1,u49,v2,-1
i1,u49,v3,2
i1,u49,v4,2
i1,u49,v5,-1
i1,u49,o1,-1
i1,u49,o2,-1
i1,u49,o3,-1
i1,u49,o4,2
i1,u49,o5,2
i1,u49,p1,0
i1,u49,p2,-1
i1,u49,p3,0
i1,u49,p4,-2
i1,u49,p5,2
i1,u49,p6,-2
i1,u49,p7,2
i1,u49,p8,1
i1,u50,v1,-1
i1,u50,v2,1
i1,u50,v3,-2
i1,u50,v4,0
i1,u50,v5,2
i1,u50,o1,2
i1,u50,o2,-2
i1,u50,o3,0
i1,u50,o4,2
i1,u50,o5,1
i1,u50,p1,-1
i1,u50,p2,2
i1,u50,p3,2
i1,u50,p4,-1
i1,u50,p5,0
i1,u50,p6,2
i1,u50,p7,2
i1,u50,p8,2
i1,u51,v1,1
i1,u51,v2,-1
i1,u51,v3,2
i1,u51,v4,2
i1,u51,v5,0
i1,u51,o1,1
i1,u51,o2,0
i1,u51,o3,-1
i1,u51,o4,-1
i1,u51,o5,-2
i1,u51,p1,-1
i1,u51,p2,-2
i1,u51,p3,-2
i1,u51,p4,1
i1,u51,p5,1
i1,u51,p6,-2
i1,u51,p7,2
i1,u51,p8,1
i1,u52,v1,0
i1,u52,v2,-2
i1,u52,v3,-1
i1,u52,v4,-2
i1,u52,v5,0
i1,u52,o1,-2
i1,u52,o2,-1
i1,u52,o3,-1
i1,u52,o4,-1
i1,u52,o5,1
i1,u52,p1,1
i1,u52,p2,0
i1,u52,p3,2
i1,u52,p4,-1
i1,u52,p5,2
i1,u52,p6,1
i1,u52,p7,-1
i1,u52,p8,-2
i1,u53,v1,2
i1,u53,v2,2
i1,u53,v3,0
i1,u53,v4,1
i1,u53,v5,1
i1,u53,o1,1
i1,u53,o2,0
i1,u53,o3,2
i1,u53,o4,2
i1,u53,o5,2
i1,u53,p1,-1
i1,u53,p2,2
i1,u53,p3,0
i1,u53,p4,1
i1,u53,p5,-1
i1,u53,p6,-2
i1,u53,p7,-2
i1,u53,p8,0
i1,u54,v1,0
i1,u54,v2,2
i1,u54,v3,0
i1,u54,v4,0
i1,u54,v5,2
i1,u54,o1,0
i1,u54,o2,-2
i1,u54,o3,-2
i1,u54,o4,-1
i1,u54,o5,-2
i1,u54,p1,0
i1,u54,p2,-1
i1,u54,p3,2
i1,u54,p4,0
i1,u54,p5,-1
i1,u54,p6,1
i1,u54,p7,-1
i1,u54,p8,0
i1,u55,v1,-2
i1,u55,v2,-1
i1,u55,v3,-1
i1,u55,v4,0
i1,u55,v5,0
i1,u55,o1,-1
i1,u55,o2,1
i1,u55,o3,-2
i1,u55,o4,0
i1,u55,o5,-1
i1,u55,p1,-2
i1,u55,p2,0
i1,u55,p3,2
i1,u55,p4,-1
i1,u55,p5,2
i1,u55,p6,-2
i1,u55,p7,1
i1,u55,p8,1
i1,u56,v1,1
i1,u56,v2,-2
i1,u56,v3,2
i1,u56,v4,1
i1,u56,v5,2
i1,u56,o1,-1
i1,u56,o2,-1
i1,u56,o3,2
i1,u56,o4,-1
i1,u56,o5,-2
i1,u56,p1,-2
i1,u56,p2,-1
i1,u56,p3,-1
i1,u56,p4,-1
i1,u56,p5,2
i1,u56,p6,1
i1,u56,p7,0
i1,u56,p8,-2
i1,u57,v1,-2
i1,u57,v2,0
i1,u57,v3,1
i1,u57,v4,-2
i1,u57,v5,-1
i1,u57,o1,-2
i1,u57,o2,-1
i1,u57,o3,2
i1,u57,o4,-1
i1,u57,o5,2
i1,u57,p1,-1
i1,u57,p2,-2
i1,u57,p3,-1
i1,u57,p4,-1
i1,u57,p5,0
i1,u57,p6,0
i1,u57,p7,2
i1,u57,p8,0
i1,u58,v1,-2
i1,u58,v2,-2
i1,u58,v3,-1
i1,u58,v4,2
i1,u58,v5,-1
i1,u58,o1,0
i1,u58,o2,1
i1,u58,o3,-2
i1,u58,o4,2
i1,u58,o5,1
i1,u58,p1,0
i1,u58,p2,0
i1,u58,p3,0
i1,u58,p4,-2
i1,u58,p5,1
i1,u58,p6,-1
i1,u58,p7,-2
i1,u58,p8,0
i1,u59,v1,1
i1,u59,v2,0
i1,u59,v3,0
i1,u59,v4,0
i1,u59,v5,1
i1,u59,o1,1
i1,u59,o2,-1
i1,u59,o3,-1
i1,u59,o4,1
i1,u59,o5,0
i1,u59,p1,-1
i1,u59,p2,1
i1,u59,p3,1
i1,u59,p4,-1
i1,u59,p5,0
i1,u59,p6,-1
i1,u59,p7,2
i1,u59,p8,0
i1,u60,v1,2
i1,u60,v2,1
i1,u60,v3,1
i1,u60,v4,-1
i1,u60,v5,2
i1,u60,o1,-1
i1,u60,o2,2
i1,u60,o3,2
i1,u60,o4,2
i1,u60,o5,-1
i1,u60,p1,2
i1,u60,p2,0
i1,u60,p3,1
i1,u60,p4,-1
i1,u60,p5,2
i1,u60,p6,2
i1,u60,p7,2
i1,u60,p8,-1
i1,u61,v1,1
i1,u61,v2,-1
i1,u61,v3,-2
i1,u61,v4,-1
i1,u61,v5,-1
i1,u61,o1,2
i1,u61,o2,2
i1,u61,o3,0
i1,u61,o4,1
i1,u61,o5,1
i1,u61,p1,0
i1,u61,p2,-1
i1,u61,p3,-1
i1,u61,p4,-2
i1,u61,p5,2
i1,u61,p6,-2
i1,u61,p7,2
i1,u61,p8,-2
i1,u62,v1,1
i1,u62,v2,2
i1,u62,v3,-2
i1,u62,v4,1
i1,u62,v5,1
i1,u62,o1,1
i1,u62,o2,-2
i1,u62,o3,2
i1,u62,o4,0
i1,u62,o5,-1
i1,u62,p1,1
i1,u62,p2,-1
i1,u62,p3,-1
i1,u62,p4,2
i1,u62,p5,1
i1,u62,p6,-2
i1,u62,p7,1
i1,u62,p8,0
i1,u63,v1,-1
i1,u63,v2,-2
i1,u63,v3,-2
i1,u63,v4,2
i1,u63,v5,-2
i1,u63,o1,-2
i1,u63,o2,-2
i1,u63,o3,2
i1,u63,o4,1
i1,u63,o5,1
i1,u63,p1,2
i1,u63,p2,1
i1,u63,p3,1
i1,u63,p4,1
i1,u63,p5,-2
i1,u63,p6,2
i1,u63,p7,-1
i1,u63,p8,0
i1,u64,v1,2
i1,u64,v2,1
i1,u64,v3,-2
i1,u64,v4,1
i1,u64,v5,-2
i1,u64,o1,-1
i1,u64,o2,-2
i1,u64,o3,1
i1,u64,o4,2
i1,u64,o5,1
i1,u64,p1,2
i1,u64,p2,1
i1,u64,p3,2
i1,u64,p4,-1
i1,u64,p5,1
i1,u64,p6,2
i1,u64,p7,-1
i1,u64,p8,1
i1,u65,v1,-2
i1,u65,v2,1
i1,u65,v3,2
i1,u65,v4,2
i1,u65,v5,1
i1,u65,o1,2
i1,u65,o2,2
i1,u65,o3,1
i1,u65,o4,-2
i1,u65,o5,0
i1,u65,p1,2
i1,u65,p2,2
i1,u65,p3,1
i1,u65,p4,-1
i1,u65,p5,1
i1,u65,p6,-2
i1,u65,p7,0
i1,u65,p8,1
i1,u66,v1,0
i1,u66,v2,2
i1,u66,v3,1
i1,u66,v4,1
i1,u66,v5,-2
i1,u66,o1,1
i1,u66,o2,-2
i1,u66,o3,0
i1,u66,o4,-1
i1,u66,o5,0
i1,u66,p1,1
i1,u66,p2,-1
i1,u66,p3,-2
i1,u66,p4,-1
i1,u66,p5,2
i1,u66,p6,-2
i1,u66,p7,-2
i1,u66,p8,1
i1,u67,v1,2
i1,u67,v2,-1
i1,u67,v3,-1
i1,u67,v4,-2
i1,u67,v5,-1
i1,u67,o1,-2
i1,u67,o2,2
i1,u67,o3,0
i1,u67,o4,1
i1,u67,o5,2
i1,u67,p1,-1
i1,u67,p2,-2
i1,u67,p3,0
i1,u67,p4,2
i1,u67,p5,1
i1,u67,p6,-2
i1,u67,p7,1
i1,u67,p8,2
i1,u68,v1,0
i1,u68,v2,2
i1,u68,v3,1
